ID,Languoid_ID,Lemma_ID,Form,Meaning,Comment,Source
W-644,xnz,L-161,kéel,"Grenze, Höhepunkt, Ende",comment,massenbach1962[186]
W-645,dgl,L-161,kéel,"end, extremity",comment,armbruster1965[121]
W-646,fia,L-161,kel,"grenze, ende",comment,reinisch1879[83]
W-647,pkn,L-161,"*kal, ka:l",end,comment,jakobiA[no. 518]
W-2060,brk,L-162,keemzi,four,comment,thelwall1977[202]
W-2180,mei,L-162,ēgi,four,comment,macmichael1918[51]
W-2181,brk,L-162,keimzi,four,comment,macmichael1920[198]
W-2857,pnu,L-162,*kem(-n)-si,,comment,rilly2010[no. 154]
W-648,onw,L-162,kemso,four,comment,OND[88]
W-649,fia,L-162,kémso,vier,comment,reinisch1879[84]
W-650,xnz,L-162,kémis,vier,comment,massenbach1962[186]
W-651,dgl,L-162,kémis,four,comment,armbruster1965[121]
W-652,mei,L-162,èejí,four,comment,werner1993[86]
W-653,pkn,L-162,*kemɟ-/*kemʃ-?,four,comment,jakobiA[no. 490]
W-654,onw,L-163,ken,heel,comment,OND[89]
W-655,pkn,L-163,*kɛɲ,heel,comment,jakobiA[no. 41]
W-656,onw,L-164,"keou, kew",cubit,comment,OND[89]
W-657,xnz,L-164,kéew,Elle,comment,massenbach1962[187]
W-658,dgl,L-164,kéeu,cubit,comment,armbruster1965[122]
W-659,onw,L-165,ker,to gather,comment,OND[89]
W-660,xnz,L-165,keddi,"pflücken, die Durrakolben oben abschneiden, töten",comment,massenbach1962[186]
W-2244,mei,L-166,itchi,winter,comment,macmichael1918[52]
W-2245,brk,L-166,kizidi,winter,comment,macmichael1918[52]
W-662,onw,L-166,"ki(ei)st, kis",winter,comment,OND[90]
W-663,xnz,L-166,kíisi,Winter,comment,massenbach1962[188]
W-664,mei,L-166,ìccì,winter,comment,werner1993[91]
W-665,onw,L-167,"kimm, kumm","to knock (upon), beat",comment,OND[91]
W-666,xnz,L-167,kummi,"berürhren, anfassen",comment,massenbach1962[191]
W-667,fia,L-167,kum,"berüren, anrüren, anfülen, angreifen",comment,reinisch1879[101]
W-2306,fia,L-168,ki(r),"kommen, geschehen, passieren",comment,khalil1996a[59]
W-2307,brk,L-168,kirri,Come!,comment,macmichael1920[210]
W-2308,brk,L-168,kiēn,I came,comment,macmichael1920[211]
W-2687,mei,L-168,ìihêm,to come,comment,werner1993[92]
W-2969,pnu,L-168,*tar-,,comment,rilly2010[no. 189]
W-668,onw,L-168,"kir, kar, kour, ker",to come,comment,OND[91]
W-669,fia,L-168,kii,kommen,comment,reinisch1879[87]
W-670,onw,L-169,kisse,church,comment,OND[93]
W-671,xnz,L-169,kisse,"Ruine eines Ziegelgebaüdes, eigtl. Kirche",comment,massenbach1962[188]
W-50,dgl,L-17,merg,to gird oneself,comment,
W-51,fia,L-17,merg,"sich gürten, umgürten",comment,khalil1996a[72]
W-52,onw,L-17,amad(ei)j,to strive,comment,OND[10]; stricker1940[cf. 451]; khalil1988[103]
W-53,xnz,L-17,amáajee,sich gürten,comment,massenbach1962[144]
W-54,xnz,L-17,amaajeddi,der Gürtel,comment,massenbach1962[144]
W-55,xnz,L-17,merg,sich gürten,comment,massenbach1962[196]
W-2131,brk,L-170,kuldi,stone,comment,thelwall1977[206]
W-2215,mei,L-170,ulli,stone,comment,macmichael1918[51]
W-2216,brk,L-170,kuldi,stone,comment,macmichael1918[51]
W-2868,pnu,L-170,*kur-ti < *kuur + *ti (child of the mountain),"seems to have had different reflexes, cf. ""mountain""",comment,rilly2010[no. 146]
W-672,onw,L-170,kitt,rock,comment,OND[94]
W-673,fia,L-170,kit,"stein, fels, berg",comment,reinisch1879[91]
W-674,fia,L-170,kid,"fels, stein, berh",comment,reinisch1879[87]
W-675,pwkn,L-170,*kok-Vnd̪u,stone,comment,jakobiA[no. 454]
W-676,pekn,L-170,*kakar,stone,comment,jakobiA[no. 454]
W-677,pwkn,L-170,*kok-und̪u,rock,comment,jakobiA[no. 446]
W-678,mei,L-170,ùllì,stone ?,comment,werner1993[137]
W-738,onw,L-170,korte,precious stone,comment,OND[99]
W-739,xnz,L-170,korti,"Kiesel, Stück Sandstein",comment,massenbach1962[190]
W-771,xnz,L-170,kúlu,"Stein, Los",comment,massenbach1962[191]
W-772,dgl,L-170,kúlu,stone,comment,armbruster1965[131]
W-773,mei,L-170,ùllì,stone,comment,werner1993[137]
W-2695,mei,L-171,arro,clothes,comment,macmichael1912[337]
W-2696,brk,L-171,aɽu,cloth,comment,thelwall1977[200]
W-2844,pnu,L-171,*kade,,comment,rilly2010[no. 193]
W-679,onw,L-171,kit,to put on oneself,comment,OND[94]
W-680,fia,L-171,kid,"sich bekleiden, anziehen",comment,reinisch1879[87]
W-681,fia,L-171,kit,"sich bekleiden, anziehen",comment,reinisch1879[91]
W-682,dgl,L-171,káde,"cloth, garment",comment,armbruster1965[115]
W-683,xnz,L-171,kádee,"Stoff, Tuck, Kleidungstück",comment,massenbach1962[183]
W-684,onw,L-171,kitt,garment,comment,OND[94]
W-685,pkn,L-171,"*ki-t̪i, pl. ki-ni",piece of cloth,comment,jakobiA[no. 418]
W-2726,mei,L-173,-ínyén… -ínyén,neither…nor,comment,werner1993[93]
W-690,onw,L-173,kiññ,(to be) without,comment,OND[95]
W-691,xnz,L-173,kinyi,ohne,comment,massenbach1962[188]
W-692,xnz,L-173,kinya,klein,comment,massenbach1962[188]
W-693,dgl,L-173,kíñña,"small, little; young",comment,armbruster1965[122]
W-694,dgl,L-173,-kiññ(i),"less, devoid of, lacking",comment,armbruster1965[122]
W-695,fia,L-173,kiñ,nicht haben. one sein,comment,reinisch1879[89]
W-696,onw,L-174,"ko, kou",to have,comment,OND[95]
W-697,xnz,L-174,kóo,haben,comment,massenbach1962[188]
W-698,dgl,L-174,kóo,"to have, possess, own",comment,armbruster1965[124]
W-699,fia,L-174,kun,"haben, besitzen",comment,reinisch1879[101]
W-700,onw,L-174,"kon, koun",to have,comment,OND[97]
W-701,mei,L-174,òo-hêm,to have,comment,werner1993[152]
W-702,onw,L-174,koe,power,comment,OND[96]
W-2148,brk,L-175,kaan,tree,comment,thelwall1977[207]
W-2283,brk,L-175,kān,tree,comment,macmichael1920[202]
W-703,onw,L-175,koeir,"tree, pre-Nubian",comment,OND[96]
W-704,fia,L-175,kooi,"tree, wood, pre-Nubian",comment,reinisch1879[94]
W-705,mei,L-175,kàar,tree,comment,werner1993[96]
W-2727,onw,L-176,ko-ŋi-der,purification,comment,OND[96]
W-707,onw,L-176,ko(l),"pure, alone, holy",comment,OND[96]
W-708,fia,L-176,kooi,"allein, solus",comment,reinisch1879[94]
W-709,xnz,L-176,kóol,"allein, selbst",comment,massenbach1962[189]
W-710,dgl,L-176,kóol,"unaccompanied, alone, only, suggests from ko ""to have""",comment,armbruster1965[124]
W-2118,brk,L-177,koldi,seven,comment,thelwall1977[205]
W-2186,mei,L-177,ollotti,seven,comment,macmichael1918[51]
W-2187,brk,L-177,koldi,seven,comment,macmichael1920[198]
W-2859,pnu,L-177,*kòlòdà,,comment,rilly2010[no. 168]
W-711,onw,L-177,kolot,seven,comment,OND[96]
W-712,xnz,L-177,kólod,sieben,comment,massenbach1962[189]
W-713,dgl,L-177,kólod,seven,comment,armbruster1965[127]
W-714,fia,L-177,kolod,"sieben, Woche",comment,khalil1996a[54]
W-715,mei,L-177,òlóttí,seven,comment,werner1993[108]
W-716,pkn,L-177,*kɔlad̪,seven,comment,jakobiA[no. 493]
W-717,onw,L-178,kome,hill,comment,OND[97]
W-718,xnz,L-178,kóom,Haufe,comment,massenbach1962[189]
W-719,dgl,L-178,kóom,"heap, pile, stack, suggests loan from Ar.",comment,armbruster1965[127]
W-720,fia,L-178,koom,hügel,comment,reinisch1879[95]
W-2899,pnu,L-179,*ŋiŋ-gor < *uŋŋi-n-gor?,reconstruction unlikely,comment,rilly2010[no. 78]
W-721,onw,L-179,konton-t,"impious, pre-Nubian",comment,OND[98]
W-722,fia,L-179,kóndo(n),"die linke seite, pre-Nubian",comment,reinisch1879[95]
W-723,mei,L-179,kòk(k)òl,left side,comment,werner1993[100]
W-724,pkn,L-179,*ɟoŋel,left (hand),comment,jakobiA[no. 27]
W-725,dgl,L-179,ma-íin,"left hand, lit. not the right hand",comment,armbruster1965[136]
W-726,xnz,L-179,ma-íin,left hand,comment,massenbach1962[194]
W-56,onw,L-18,amalla,quickly,comment,OND[10]
W-57,fia,L-18,apal,sich beeilen,comment,khalil1996a[20]
W-2327,mei,L-180,óolhèm,"to shoot, stab, prick",comment,werner1993[108]
W-2862,pwn,L-180,*kool,,comment,rilly2010[no. 13]
W-2863,pnn,L-180,*koor,,comment,rilly2010[no. 13]
W-727,onw,L-180,kor,wound,comment,OND[99]
W-728,fia,L-180,kor,"alte wunde worin sich schon wildes, faules fleisch befindet; aas",comment,reinisch1879[96]
W-729,xnz,L-180,kór,Geschwür,comment,massenbach1962[190]
W-730,dgl,L-180,kóor,wound,comment,armbruster1965[128]
W-731,pkn,L-180,*kɔl-,wound,comment,jakobiA[no. 72]
W-732,onw,L-181,ko(r)e,"feast, sacrament",comment,OND[99]
W-733,fia,L-181,korrē,das beiramfest,comment,reinisch1879[97]
W-735,xnz,L-181,"korree, koree",Fest,comment,massenbach1962[190]
W-736,dgl,L-181,kore,"festival, feast, esp. bajram",comment,armbruster1965[128]
W-734,onw,L-182,"koros, pl. koros-i",shepherd,comment,OND[99]
W-737,fia,L-182,kóros,aufseher,comment,reinisch1879[97]
W-745,onw,L-185,"kojir, kojid",seed,comment,OND[100]
W-746,fia,L-185,kójir,"samen, kern",comment,reinisch1879[93]
W-747,dgl,L-185,téeri,"seed, semen",comment,armbruster1965[198]
W-748,dgl,L-185,téer,"sow, plant",comment,armbruster1965[197]
W-749,xnz,L-185,téer,Saatlöcher in den Uferschlamm hacken; die Felder am Ufer bestellen,comment,massenbach1962[216]
W-750,pkn,L-185,*t̪er-,seed,comment,jakobiA[no. 478]
W-2037,brk,L-186,koɲɲi,face,comment,thelwall1977[201]
W-2701,mei,L-186,ònyì,forehead,comment,werner1993[109]
W-2702,xnz,L-186,koi,"Gesicht, Oberflache",comment,massenbach1962[189]
W-2860,pnu,L-186,*koɲ(ɲi),,comment,rilly2010[no. 196]
W-751,onw,L-186,"kon(ñ), koññ",face,comment,OND[100]
W-752,dgl,L-186,koñ,"face, forehead, front",comment,armbruster1965[128]
W-754,pkn,L-186,*koɲ,"face, foreheaad",comment,jakobiA[no. 7]; jakobiA[no. 6]
W-755,fia,L-186,koñ,"gesicht, antliz",comment,reinisch1879[95]
W-756,onw,L-187,koudē,"wife, hapax",comment,OND[101]
W-757,xnz,L-187,kúud,"Nebenbuhler, Nebenfrau",comment,massenbach1962[191]
W-758,onw,L-188,kouket,ankle,comment,OND[101]
W-759,dgl,L-188,ossin kugúndi,ankle,comment,armbruster1965[130]
W-760,dgl,L-188,kugúndi,elbow,comment,armbruster1965[130]
W-761,fia,L-188,kuged,,comment,
W-762,mei,L-188,òttìn kúndí,ankle,comment,werner1993[111]
W-763,wll,L-188,kúkûkʊ̀,elbow,comment,jakobiA[no. 26]
W-2682,brk,L-189,kolli,well,comment,thelwall1977[207]
W-764,onw,L-189,koul,cave,comment,OND[101]
W-765,fia,L-189,kul,"loch in der erde, grube",comment,reinisch1879[99]
W-766,xnz,L-189,kúl,"Erdloch, Grube",comment,massenbach1962[191]
W-767,dgl,L-189,kúl,"hole (in), cavity",comment,armbruster1965[131]
W-768,pkn,L-189,*kol,"hole, well",comment,jakobiA[no. 206]
W-769,mei,L-189,òl,well,comment,werner1993[108]
W-58,onw,L-19,aman,"water, river, Nile",comment,OND[10]
W-59,fia,L-19,aman,"Wasser, Nil",comment,khalil1996a[18]
W-2081,brk,L-190,"kúur, pl. kuɾan",hill,comment,thelwall1977[202]
W-2212,brk,L-190,kūr,mountain,comment,macmichael1920[201]
W-2213,mei,L-190,ōr,mountain ?,comment,macmichael1918[51]
W-2537,pkn,L-190,*kul-d̪i,mountain,comment,jakobiA[no. 445]
W-2870,pnu,L-190,*kuur,,comment,rilly2010[no. 115]
W-770,onw,L-190,koul,"mountain, hapax",comment,OND[101]
W-774,onw,L-191,koulel,ring,comment,OND[101]
W-775,dgl,L-191,kúlal,ring,comment,armbruster1965[131]
W-776,fia,L-191,"kúllal, kúlel, kúllel",ring,comment,reinisch1879[100]
W-777,onw,L-192,koull,to learn,comment,OND[101]
W-778,fia,L-192,kul(l),lernen,comment,reinisch1879[100]
W-779,xnz,L-192,kúur,"lernen, gewöhnen",comment,massenbach1962[191]
W-780,dgl,L-192,kúur,to learn,comment,armbruster1965[132]
W-781,mei,L-192,òd-íhèm,to learn,comment,werner1993[108]
W-2029,brk,L-193,"koɟoŋeldi, pl. koɟoŋale",egg,comment,thelwall1977[201]
W-2555,mei,L-193,àyìdì,"egg, loan or innovation",comment,werner1993[84]
W-2817,pnu,L-193,"*gos-kal, sg. *gos-kal-ti",,comment,rilly2010[no. 132]
W-782,onw,L-193,koumpou,"egg, Pre-Nubian",comment,OND[101]
W-783,fia,L-193,kúmbu,"ei, pre-Nubian",comment,reinisch1879[101]
W-784,dgl,L-193,kúmbu,"egg, Pre-Nubian substrate",comment,armbruster1965[132]
W-785,pkn,L-193,"*kɔɲɪl, sg. *kɔɲɪl-t̪ʊ",egg,comment,jakobiA[no. 399]
W-2612,mei,L-194,kángàhèm,to laugh,comment,werner1993[96]
W-2613,brk,L-194,kerg-,,comment,
W-2614,onw,L-194,"piss, pies, pis-","to rejoice, pre-Nubian",comment,OND[153]
W-2821,pnu,L-194,*gVr-,,comment,rilly2010[no. 158]
W-786,onw,L-194,"koural, kourran",joyfully,comment,OND[102]
W-787,dgl,L-194,gurre,"become glad, happy, rejoice",comment,armbruster1965[82]
W-788,xnz,L-194,"gurre, gurri",sich freuen,comment,massenbach1962[171]
W-789,fia,L-194,gur,"sich freuen, fröhlich sein",comment,reinisch1879[54]
W-2558,mei,L-195,ùssìhêm,to untie,comment,werner1993[139]
W-2869,pnu,L-195,*kus-,,comment,rilly2010[no. 137]
W-792,onw,L-195,"kouss, kiss",to loosen,comment,OND[102]
W-793,fia,L-195,kus,"öffnen, auftun, lösen, frei lassen",comment,reinisch1879[103]
W-794,xnz,L-195,kus,"öffnen, loslassen, met dem Schiff abfahren",comment,massenbach1962[192]
W-795,dgl,L-195,kús,"open, loosen, release",comment,armbruster1965[133]
W-796,mei,L-195,kùss-ìhêm,"to open, loanword from ON? with unexpected initial k-",comment,werner1993[103]
W-797,onw,L-196,koutt,to stand up,comment,OND[102]
W-798,xnz,L-196,kutte,auf der Erde stehen,comment,massenbach1962[192]
W-800,dgl,L-196,kútte,to descend,comment,armbruster1965[134]
W-801,dgl,L-196,kútt(i),"mound; high land, elevated ground",comment,armbruster1965[134]
W-802,fia,L-196,kut(t),aufstehen,comment,reinisch1879[104]
W-803,onw,L-196,koujj,to enter,comment,OND[102]
W-804,dgl,L-196,kúj,to be incumbent,comment,armbruster1965[130]
W-805,xnz,L-196,kúj,oben sein,comment,massenbach1962[190]
W-2729,mei,L-197,òrgádí,"lie, without negative prefix?",comment,werner1993[110]
W-806,onw,L-197,m-arj,lie,comment,OND[108]
W-807,fia,L-197,m-árja,"lüge, trug",comment,reinisch1879[110]
W-808,dgl,L-197,m-úrs(i),"lie, falsehood",comment,armbruster1965[147]
W-809,xnz,L-197,m-ursi,lüge,comment,massenbach1962[199]
W-2711,brk,L-198,ulaːti,all ?,comment,thelwall1977[199]
W-2719,pkn,L-198,*ʈug-,all,comment,jakobiA[no. 484]
W-810,onw,L-198,malle,"all, every",comment,OND[110]
W-811,fia,L-198,mallee,"jeder, alle",comment,reinisch1879[108]
W-812,dgl,L-198,málle,"all, every",comment,armbruster1965[136]
W-813,xnz,L-198,malle,"alle, jeder",comment,massenbach1962[194]
W-814,mei,L-198,pòccícír,"all, every ?",comment,werner1993[117]
W-2872,pnu,L-199,*man,,comment,rilly2010[no. 19]
W-815,onw,L-199,man,that,comment,OND[110]
W-816,fia,L-199,man,jener,comment,reinisch1879[108]
W-817,dgl,L-199,mán,that,comment,armbruster1965[137]
W-818,xnz,L-199,man,jener,comment,massenbach1962[194]
W-6,dgl,L-2,kub,ship,comment,
W-7,onw,L-2,agopp,sailor,comment,OND[4]
W-8,xnz,L-2,kub,ship,comment,
W-60,onw,L-20,amid,mouth,comment,OND[11]
W-61,fia,L-20,amir,weibliche Schamlippen,comment,khalil1996a[19]
W-1925,pkn,L-200,*bar-,to be tired,comment,jakobiA[no. 58]
W-819,onw,L-200,mar,"to be unable, not to find",comment,OND[111]
W-820,dgl,L-200,máa,"get tired, bored, become unable to",comment,armbruster1965[135]
W-821,xnz,L-200,máa(r),"nicht können, zu schwach sein",comment,massenbach1962[193]
W-822,fia,L-200,maar,nicht können,comment,reinisch1879[109]
W-823,onw,L-201,mas,(to be) good,comment,OND[111]
W-824,fia,L-201,mas,"gut, schön",comment,reinisch1879[110]
W-825,onw,L-202,mas,to be without,comment,OND[111]
W-826,dgl,L-202,-más,without,comment,armbruster1965[138]
W-827,fia,L-202,-mas,one,comment,reinisch1879[111]
W-828,mei,L-202,"pàlá, pàlé, pàláré",without,comment,werner1993[112]
W-829,onw,L-203,makan,therefore,comment,OND[109]
W-830,mei,L-203,pákán,"then,  loanword?",comment,werner1993[112]
W-831,onw,L-204,"matto, mathto",east(ern),comment,OND[112]
W-832,fia,L-204,matto,"ost, der osten",comment,reinisch1879[111]
W-833,dgl,L-204,mált(i),"east, right bank of the Nile",comment,armbruster1965[136]
W-834,xnz,L-204,"malti, matti",Osten,comment,massenbach1962[194]
W-835,mei,L-204,sàbá,"east, Ar. loan",comment,werner1993[121]
W-2957,pnu,L-205,"E+mei *maaɲ, sg. miɲ-di < *maɲ-ti",,comment,rilly2010[no. 131]
W-842,onw,L-205,mañ,eye,comment,OND[113]
W-843,fia,L-205,mañ,auge,comment,reinisch1879[109]
W-844,dgl,L-205,miss(i),eye,comment,armbruster1965[143]
W-845,xnz,L-205,"missi, messi",Auge,comment,massenbach1962[197]
W-846,mei,L-205,pìdì,eye,comment,werner1993[115]
W-1687,pkn,L-206,*bir-,to circumcize,comment,jakobiA[no. 54 e]
W-2356,mei,L-206,èttìhêm,to cut,comment,werner1993[89]
W-2357,brk,L-206,mutt < *mur-t?,,comment,rilly2010[no. 36]
W-848,onw,L-206,mer,"to cut, hapax",comment,OND[113]
W-849,dgl,L-206,mér,to cut,comment,armbruster1965[141]
W-850,xnz,L-206,mer,"schneiden, beschneiden",comment,massenbach1962[196]
W-851,fia,L-206,mer,schneiden,comment,reinisch1879[113]
W-854,onw,L-207,"med, mid, moud","to run, be hasty",comment,OND[113]
W-855,fia,L-207,mir,"laufen, eilen, schnell gehen",comment,reinisch1879[116]
W-856,onw,L-208,"medd, merid, midd","to be full, ready",comment,OND[113]
W-857,fia,L-208,midd,"voll werden, sich füllen",comment,reinisch1879[114]
W-858,onw,L-209,"men, min",to not be,comment,OND[114]
W-859,fia,L-209,"men, min, mun",negationspartikel,comment,reinisch1879[112]
W-860,dgl,L-209,men,negative particle,comment,armbruster1965[140]
W-861,xnz,L-209,"meen, mun",Negation,comment,massenbach1962[196]
W-862,mei,L-209,pàrjíhèm,"to not be yet, ready yet, with -j",comment,werner1993[113]
W-2749,pnu,L-21,*an,,comment,rilly2010[no. 44]
W-354,pkn,L-21,*aŋ-k,"to speak, talk",comment,jakobiA[no. 139]
W-355,dgl,L-21,án,to say,comment,armbruster1965[14]
W-356,mei,L-21,àk-kə̀rhèm,"to say, to happen",comment,werner1993[78]
W-62,onw,L-21,an,to say,comment,OND[11]
W-63,xnz,L-21,an,sagen,comment,massenbach1962[144]
W-2329,mei,L-210,èl-ìccì,"nice, beautiful",comment,werner1993[87]
W-2330,mei,L-210,pèelá,sick,comment,werner1993[114]
W-2786,pnu,L-210,*e(e)l- / *m-e(e)l-,,comment,rilly2010[no. 112]]
W-863,onw,L-210,miel,fault,comment,OND[117]
W-864,onw,L-210,mil(il),bad,comment,OND[117]
W-865,dgl,L-210,mill(i),bad,comment,armbruster1965[142]
W-866,xnz,L-210,milli,"schlecht, böse",comment,massenbach1962[197]
W-867,pkn,L-210,"*bel-, pl. *bɛl-",bad,comment,jakobiA[no. 575]
W-2605,pkn,L-211,*na(a),what?,comment,
W-2606,brk,L-211,nata,what? (pl.),comment,thelwall1977[207]
W-2876,pnn,L-211,*min,,comment,rilly2010[no. 155]
W-2879,pwn,L-211,*naa/*nee,,comment,rilly2010[no. 155]
W-868,onw,L-211,"min, miñ",what?,comment,OND[117]
W-869,xnz,L-211,min,was?,comment,massenbach1962[197]
W-870,dgl,L-211,min,what?,comment,armbruster1965[142]
W-871,fia,L-211,min,was?,comment,reinisch1879[115]
W-872,mei,L-211,nèen,what?,comment,werner1993[106]
W-1099,pkn,L-212,"*ir-, *ir-k-","to bear (child), give birth",comment,jakobiA[no. 79]
W-2390,fia,L-212,ir,"gebären, zeugen",comment,khalil1996a[47]
W-2675,mei,L-212,pìir óndí,castrated camel,comment,werner1993[116]
W-2676,pkn,L-212,*bor-d̪u,sterile,comment,
W-2830,pnu,L-212,*ir-,"*m-ir ""sterile"" (178)",comment,rilly2010[no. 56]
W-503,onw,L-212,ir-kane,birth,comment,OND[75]
W-504,onw,L-212,"mir, mur, meir","to be barren, prevent",comment,OND[118]
W-507,xnz,L-212,míir,unfruchtbar,comment,massenbach1962[197]
W-508,dgl,L-212,míira,"barren, sterile",comment,armbruster1965[142]
W-509,dgl,L-212,míir,"to hinder, impede, prevent",comment,armbruster1965[141]
W-510,xnz,L-212,míir,"hindern, zurückhalten",comment,massenbach1962[197]
W-876,fia,L-212,miir,unfruchtbar,comment,reinisch1879[116]
W-879,onw,L-213,miste,fast,comment,OND[118]
W-880,fia,L-213,missee,"der Monat Ramadan, fasten(zeit)",comment,reinisch1879[116]
W-2878,pnu,L-214,*mon < *m-oon,,comment,rilly2010[no. 83]
W-882,onw,L-214,"m-on, m-oun",to hate,comment,OND[119]
W-883,dgl,L-214,móon,"to hate, dislike",comment,armbruster1965[144]
W-884,xnz,L-214,móon,"hassen, ablehnen",comment,massenbach1962[198]
W-885,fia,L-214,mon,"nicht wollen, verabscheuen, hassen",comment,reinisch1879[117]
W-886,mei,L-214,póon-hèm,"to hate, refuse, reject",comment,werner1993[117]
W-887,pkn,L-214,*mon-,,comment,jakobiA[no. 532]; jakobiA[no. 148]
W-957,mei,L-214,póon-árdí,hatred,comment,werner1993[26]
W-888,onw,L-215,mor,artab,comment,OND[120]
W-889,xnz,L-215,mor,Gertreidenmaß,comment,massenbach1962[198]
W-2345,pkn,L-216,*bɔgol,hyena,comment,jakobiA[no. 319]
W-2346,mei,L-216,pàrhúul,hyena,comment,werner1993[113]
W-2877,pnu,L-216,*mogur,,comment,rilly2010[no. 89]
W-890,onw,L-216,"moug, pl. moug-ri",dog,comment,OND[120]
W-891,fia,L-216,"mug, muk, pl. mug-ri",hund,comment,reinisch1879[118]
W-2018,brk,L-217,"mel, pl. mecir",dog,comment,thelwall1977[200]
W-2260,mei,L-217,pewrl,dog,comment,macmichael1918[53]
W-2261,brk,L-217,mēl,dog,comment,macmichael1920[204]
W-2351,mei,L-217,pé(e)l-nyèdì,canine tooth,comment,werner1993[114]
W-2951,pnu,L-217,*wel,,comment,rilly2010[no. 27]
W-892,dgl,L-217,wél,dog,comment,armbruster1965[218]
W-893,mei,L-217,pə̀əl,dog,comment,werner1993[119]
W-894,pkn,L-217,"*bol, pl. *bol-i",dog,comment,jakobiA[no. 294]
W-895,onw,L-218,mo(u)kk,"to rage, to be eager?",comment,OND[121]
W-896,xnz,L-218,"muk, mukki","pulsieren, schlagen, bellen",comment,massenbach1962[198]
W-2088,brk,L-219,"kisi, pl. kisir",horse,comment,thelwall1977[203]
W-2239,brk,L-219,kisi,horse,comment,macmichael1920
W-2320,mei,L-219,ə̀ccì,donkey,comment,werner1993[140]
W-2846,pnu,L-219,*kaj-i,,comment,rilly2010[no. 6]
W-899,dgl,L-219,káj,horse,comment,armbruster1965[115]
W-901,pkn,L-219,"*koɟ, pl. *koɟ-i",horse,comment,jakobiA[no. 284a]
W-2722,onw,L-22,"-auō, -au(l)a",within,comment,OND[12]
W-2723,dgl,L-22,áare,"interior, inner part, inside",comment,armbruster1965[18]
W-64,onw,L-22,au,interior,comment,OND[12]
W-65,fia,L-22,áwo,"hinein, drinnen",comment,khalil1996a[24]
W-2734,pnu,L-220,–,,comment,rilly2010[no. 130]
W-902,onw,L-220,"oar, oade","night, Pre-Nubian",comment,OND[122]
W-903,fia,L-220,"awa, auwo","die nacht, pre-Nubian",comment,reinisch1879[14]
W-906,mei,L-220,òod,"night, loan from Old Nubian?",comment,werner1993[107]
W-907,pkn,L-220,*kɔl-,night,comment,jakobiA[no. 524]
W-1685,pkn,L-221,*ɔk-i,chest,comment,jakobiA[no. 34]
W-1686,mei,L-221,ə́ə,"chest, breast",comment,werner1993[140]
W-2009,brk,L-221,ogi,breast (=chest),comment,thelwall1977[200]
W-2634,fia,L-221,og,Brust,comment,khalil1996a[81]
W-2902,pnu,L-221,*og-i,,comment,rilly2010[no. 165]
W-908,onw,L-221,og,breast,comment,OND[122]
W-909,fia,L-221,ok,brust,comment,reinisch1879[132]
W-910,dgl,L-221,óg,"bosom, breast",comment,armbruster1965[159]
W-911,xnz,L-221,og,Brust,comment,massenbach1962[203]
W-912,mei,L-221,"àawí, òowí","breast, chest ?",comment,werner1993[83]
W-2110,brk,L-222,kort-ogor,old man,comment,thelwall1977[204]
W-2475,mei,L-222,"ír, pl. íjjétí","man, people",comment,werner1993[93]
W-914,onw,L-222,ogij,"man, husband",comment,OND[122]
W-915,fia,L-222,ógij,mann,comment,reinisch1879[131]
W-916,dgl,L-222,ógij,"man, husband",comment,armbruster1965[159]
W-917,xnz,L-222,"ógij, ógid",Mann; tapfer,comment,massenbach1962[203]
W-918,pwkn,L-222,*ɔgɟ-a,husband,comment,jakobiA[no. 113]
W-919,pekn,L-222,*ɔgɟ-a-n,husband,comment,jakobiA[no. 113]
W-920,onw,L-223,od(d),to be sick,comment,OND[122]
W-921,dgl,L-223,odd(i),"to feel pain, fall ill",comment,armbruster1965[159]
W-922,fia,L-223,od(d),schmerz empfinden,comment,reinisch1879[131]
W-923,xnz,L-223,oddi,"krank sein, schmerzen",comment,massenbach1962[203]
W-924,mei,L-223,òddì,painful,comment,werner1993[107]
W-925,mei,L-223,òddìdí,pain,comment,werner1993[108]
W-926,pkn,L-223,"*ɔr-, *ɔɽ",pain,comment,jakobiA[no. 538]
W-2584,brk,L-224,koɽom,leg,comment,thelwall1977[203]
W-2585,mei,L-224,òorì,lower leg,comment,werner1993[110]
W-2586,brk,L-224,osɛ,leg (coll.),comment,
W-2914,pnu,L-224,"*os-i, sg. *os-ti",,comment,rilly2010[no. 145]
W-927,onw,L-224,"oe, oei",foot,comment,OND[123]
W-928,fia,L-224,oi,"bein, fuss",comment,reinisch1879[132]
W-929,xnz,L-224,ossi,"Bein, Fuß, Stutzbalken",comment,massenbach1962[204]
W-930,dgl,L-224,óss(i),"leeg, foot, footprint, track",comment,armbruster1965[164]
W-931,mei,L-224,òttì,foot,comment,werner1993[111]
W-932,pkn,L-224,"*kog-d̪ʊ ~ *kog-ʊd̪, pl. *kog-ɛ","foot, leg, unrelated?",comment,jakobiA[no. 39]
W-2143,brk,L-225,ir,thirst,comment,thelwall1977[206]
W-2654,xnz,L-225,"érid, erdid",Durst,comment,massenbach1962[161]
W-2655,fia,L-225,jok,"durstig sein, pre-Nubian",comment,khalil1996a[131]
W-2795,pnu,L-225,*éer,,comment,rilly2010[no. 172]
W-933,onw,L-225,oekk,"thirst, Pre-Nubian?",comment,OND[123]
